Upload Image,Text Input,Predicted Mask,timestamp
.gradio/flagged/Upload Image/9545132e1b54bbeb727f/corgi2.jpg,The orange dog.,.gradio/flagged/Predicted Mask/5162d13ba9eba5966954/image.webp,2025-04-29 18:30:44.404908
